customer_id,first_name,last_name,email,phone,date_of_birth,signup_date,city,state,zip_code,loyalty_tier,total_spend,num_orders,last_order_date,newsletter_opt_in,preferred_contact,notes
CUST-1483,Emily,Ramirez,emily_ramirez@hotmail.com,(680) 516-6618,1976-02-11,2020-01-26,Evansville,IN,11059,Silver,296.02,33,2023-07-27,True,phone,
CUST-1484,,Gonzalez,daniel.gonzalez@live.com,(911) 908-8657,2003-10-23,2021-11-19,Pittsburgh,PA,53403,Gold,3084.35,27,2022-12-03,True,email,
CUST-1485,Sandra,Williams,sandra.williams@outlook.com,(677) 838-4492,1971-06-12,2020-09-11,Memphis,TN,53452,Platinum,1034.53,12,2022-01-07,False,email,
CUST-1486,Robert,Thompson,robert.thompson19@live.com,(399) 846-6896,13/45/1987,2023-06-21,Akron,OH,13890,Silver,997.15,12,2022-08-13,False,mail,
CUST-1487,Elizabeth,Perez,elizabeth.perez@hotmail.com,(468) 303-1343,07-03-1962,2020-02-16,St. Louis,MO,95835,Bronze,1698.53,14,2022-11-09,False,email,
CUST-1488,  Nancy ,White,nancywhite@yahoo.com,(347) 333-4107,04-04-1993,2020-12-26,Rockford,  OH,59570,Gold,1596.58,28,2023-10-14,True,email,
CUST-1489,Timothy,Flores,timothyflores@aol.com,(453) 254-5588,1961-05-06,2022-10-10,Frederick,MD,76619,Platinum,1054.1,6,2023-04-27,True,,
CUST-1490,Steven,Harris,brian_green@gmail.com,(529) 929-7125,1997-02-21,2021-11-23,Evansville,IN,73346,Platinum,2374.05,38,2023-02-15,True,email,
CUST-1491,Joseph,Gonzalez,joseph_gonzalez28@comcast.net,,1983-07-25,2019-06-06,Worcester,MA,82161,Bronze,680.31,6,2022-10-30,False,mail,
CUST-1492,Daniel,Anderson,daniel_anderson66@comcast.net,(661) 678-8086,1986-09-09,2020-01-23,Baltimore,MD,75213,Gold,1372.37,2,2022-07-03,False,email,
CUST-1493,Thomas,Adams,thomas.adams@icloud.com,(433) 300-2942,1956-05-26,2020-01-08,Austin,TX,15017,Silver,1675.45,44,2022-12-04,False,phone,
CUST-1494,Melissa,Roberts,melissaroberts@icloud.com,(208) 988-5906,1975-04-15,2022-08-12,Raleigh,NC,55433,Platinum,4729.62,38,2024-02-15,True,phone,
CUST-1495,Michelle,Allen,michelle.allen@live.com,(439) 728-8679,1991-05-25,2019-11-29,Orlando,FL,21255,Gold,4230.55,28,2024-02-28,False,email,
CUST-1496,  Mark ,Lewis,mark_lewis@icloud.com,(955) 209-9188,1981-10-26,2019-11-27,Kansas City,MO,39555,Platinum,2134.34,49,2023-02-18,False,phone,
CUST-1497,Emily,Johnson,emily.johnson20@comcast.net,(590) 409-7400,1955-09-19,2020-12-30,Baltimore,MD,60650,Silver,2379.14,22,2023-08-07,False,mail,
CUST-1498,,,,,,,,,,,,,,,,
CUST-1499,Charles,Nelson,charles_nelson8@gmail.com,(375) 534-7731,1985-02-01,2018-11-18,Indianapolis,IN,24515,Silver,2686.9,31,2024-01-31,True,phone,
